image_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
675,2.8981104,-0.044972334,-0.6389097,-1.1983856,-0.44178674,-0.8850276,-0.5560627,-0.53724056,-1.7749324,0.42960814,-0.61386555,-1.3292232,-0.2389739,0.29950055,0.19371516,-1.7414017,0.13152263,-0.3826161,0.22494543,-0.96432865,-0.53507,0.097950734,0.14863932,-0.129652,0.54169,-0.05470699,0.7337916,0.44378647,-0.9352473,-1.5826894,-0.2391057,1.878904,0.0313804,-1.0891304,-0.48247924,-0.29016435,0.56729037,-0.43456876,0.4375213,1.099623,0.1864854,-0.6056679,1.4743,-0.08165399,0.48921043,-0.5886429,0.70887053,0.13659474,0.6290835,-1.0081055,-0.5006608,-0.8136118,-0.8321453,-0.5997018,-0.28309852,0.92534417,0.54967743,0.89575243,-0.8261434,-0.6511563,-0.69579834,-1.0338789,-0.43734735,1.0498598,-0.779581,-0.6551972,0.023939803,0.26522094,0.635927,-1.0748696,-1.8496797,0.31908846,-0.23327562,-2.0382903,0.6372381,-0.74275523,-0.49243087,-0.68808264,-0.94611436,-1.6286877,0.82555336,0.190929,0.6288147,0.20814072,0.39645883,-0.3470125,-0.91867775,-0.4130667,1.108288,-0.5477288,0.20444018,-1.0439289,0.23392093,-0.94216573,1.3214481,-0.48559982,-0.39450836,-1.563336,0.6399967,-0.14829129,0.13549617,1.3917443,1.0738611,-1.8582953,-0.2416533,-1.3252662,0.7567325,0.5004619,0.107552156,-1.3327483,-0.9626976,0.9726406,-1.0325036,0.71651894,-0.26971194,0.38933712,-0.12730983,1.8330283,0.5245114,1.2000797,-0.8099307,0.5424892,1.1328745,0.9834983,0.6902244,-1.3975755,-0.44528922,1.0044415
676,-0.041740075,-0.87745607,0.46042547,-1.3064353,0.69696444,-0.6129516,-0.6986073,0.07121614,-0.6741575,-0.08976421,0.05810176,-1.1176642,0.43946964,-0.5498384,0.053395946,0.015541412,-0.5734242,0.30052918,0.067198254,0.32890064,0.56059504,0.22768548,0.18342239,-0.81999105,-0.69478077,-0.6123722,0.5922252,0.49408177,-0.80561143,-0.98679554,-0.55275,1.8495045,0.47986248,-1.4598722,-0.64946586,-0.1668846,1.357538,-0.77999383,1.0474477,-0.42848578,1.0808903,-1.2783417,0.20093066,0.17430714,0.17735642,0.20463236,-0.46775112,-1.6844405,-0.050646503,-0.23852462,-1.9199429,-0.6799358,-0.7474781,0.24251862,-1.4959804,0.39812216,-0.06473042,0.41953185,-0.64427006,-1.1956677,-0.6757211,0.1353736,-0.94938195,1.5412866,-1.3167835,-1.0401747,1.4409319,-1.243991,1.519962,-1.7976053,-2.1248314,-0.13319303,-1.0104519,-0.94092745,0.7057839,-0.5266147,-1.2341905,-0.6422381,-0.41342983,-1.1163024,1.4812564,-1.0201566,-0.31858495,-0.15996386,0.8885523,-1.0283234,-0.33392623,1.0139507,-1.4244255,0.09423137,-0.037921168,-1.0471982,-0.8838621,-1.0199356,-0.2882083,-0.34888676,-0.60280347,-2.32436,0.8050957,-0.6954494,-1.5556345,1.7283307,0.4667557,-2.1878915,0.21085688,-0.04946708,1.1218809,-0.85887897,-0.16090208,-0.34007436,0.06650607,0.59363526,-0.46892318,0.23629951,-0.22927612,1.0903901,0.631734,0.81838095,-1.4469872,1.1859219,-1.0147007,0.07708141,1.7570028,1.2737609,0.5293066,-1.7160589,-0.022318926,1.9204713
677,1.5248212,-1.6446477,1.3289952,-0.4660969,-1.7713281,-1.2158537,0.48553866,-0.642836,-1.5447499,1.0101938,-0.15753819,-1.4754236,-0.5886361,-0.37551787,0.4631777,0.0039426535,0.72252977,-0.19003554,0.42196757,1.3593786,-0.8831414,-0.4301638,-0.53991127,1.241972,0.19607626,0.6732323,0.35934377,0.18133359,0.11129981,0.8708142,-0.3652043,-0.08450882,0.7810829,-0.14558132,0.7609872,1.1983521,-0.8382725,-0.60201865,-0.5594471,1.4723479,0.2860413,-0.11944759,-0.06006287,1.4633312,1.0542924,-1.5860012,-0.17434199,2.4942732,-0.3864671,-1.810268,2.219419,-0.6349594,-0.5135318,-0.9711222,-0.46870005,0.1972849,1.1152977,2.0534914,-1.2596722,0.081218384,-0.27804598,-0.53928304,-0.24844092,0.6842803,0.11310112,0.33051336,0.4647341,0.9953686,1.5383817,0.44495574,-0.43869215,-1.9585613,0.46789625,-2.1631575,-0.34633702,-1.011881,-0.5971026,-0.9808248,-0.7732238,-0.41367412,0.6097554,-1.2746593,0.40690684,0.23595664,-0.0768568,-1.3125869,-0.03295576,-0.080426954,0.8191061,-0.88783306,0.15060309,0.23934686,0.530696,0.9849784,-0.359387,-1.2398925,1.387371,-1.9750186,-1.3196113,1.7448256,1.0117581,1.845443,-0.23286715,0.11336642,-1.4882735,-1.0984957,0.2358317,-2.397081,-0.093642235,-0.026950302,-1.5107255,1.1766267,0.8572489,-0.71098304,-0.041301407,-1.08196,-0.16667514,0.7439178,1.5127255,-0.0873581,0.11694281,0.67829967,0.09543052,-0.98271143,1.4664811,-0.46616533,0.6469567,1.5167942
678,1.995826,-1.2763655,-0.0071011484,0.017335996,-0.19976774,-1.2657902,1.6011736,-0.19420709,-2.100417,1.2552164,0.8013584,-2.7155912,-1.5445276,-1.7394643,-0.32269096,0.4427865,-0.16868386,-0.43103445,0.26173854,0.0348389,0.71102846,-0.87780505,-0.36629596,1.1330607,0.30831558,1.6934433,0.32274857,-1.2965405,0.57362175,-0.35537726,-0.3955401,1.6519932,-1.4926264,-0.28242838,0.8101376,-0.37783405,-0.68991524,0.4331127,0.4490067,0.10616596,0.63692725,-0.08517975,1.0117052,1.5261537,0.23823357,1.0716515,1.0065368,0.9861065,-0.39051706,-1.7089032,1.5273347,-0.8073451,-0.09299547,0.08696033,0.030239012,-0.3734527,0.19046529,0.16590855,0.21998484,1.0208935,-0.2861012,-0.30799142,-0.7085341,-0.47913674,-0.2458064,0.18982878,0.017440394,0.19830067,1.9313099,0.93031645,-1.1435395,-0.9903867,-2.4017096,-1.378482,0.0975517,0.50201887,-1.1283684,1.3179191,-0.9599155,-0.5281609,0.62892807,-1.083953,-0.16003627,-1.7841733,0.39219013,-1.1691521,-1.0879039,-0.54011065,0.39281547,-1.2809591,0.95398515,-0.4774621,0.39286947,0.8576613,0.68658847,-1.2466038,1.9831637,-1.8444104,0.7456708,0.8244222,-0.57097846,-0.51829034,0.23291746,0.56424916,-0.88601166,-0.6799571,1.0184162,0.8108734,-1.5449696,0.8204307,-0.24437714,-0.1957279,0.3986439,-1.6150043,-1.4019785,-0.1753028,-0.5968864,0.6331321,-0.73620784,-0.65001935,0.94874173,0.5790452,-0.28355592,0.24512893,-0.22759958,-1.4095371,-1.6321849,-0.56826377
679,1.521023,-2.6850796,1.7585243,0.18940526,0.017856283,-1.6731945,0.91709405,-0.58813584,-2.00706,0.8744367,-0.36058024,-1.6703227,0.23021774,0.32635754,-0.1308519,-0.40410143,-0.38015813,-0.011128269,-0.13719776,1.6511264,-0.99090636,0.23610106,-0.017483562,1.4903908,0.8762999,0.76834786,0.86354935,0.43404734,0.104252845,-0.40441117,0.8604952,0.2746498,-1.0315789,-0.26181433,-1.3757324,-0.42971087,0.16586515,-1.2738675,1.2621934,0.6543113,-0.52170885,0.7948454,2.48204,0.58094144,0.3417973,0.4025912,-0.37994522,0.74196565,0.260997,0.07269228,1.1313695,-1.1801306,0.44502336,-0.27721524,-0.5966449,-2.1967185,0.25517148,1.6865168,-0.87976784,0.91300243,-0.02895546,-0.43677562,0.5325255,1.1799617,-0.97511584,0.8565914,0.064101994,0.26548702,1.5233877,1.011855,-1.761052,-0.29208362,0.095269814,-1.7232932,-1.1249324,-0.3065323,-0.5793799,0.076715104,0.86477894,1.1076878,-0.7951088,-0.3580833,1.3173368,0.546167,-0.70629686,-0.22133906,-0.05555726,-0.010595396,0.49506566,-0.667286,2.44882,0.86201215,-1.3802053,1.5795997,0.9801197,-1.2717255,-0.007749206,-1.8614397,-0.24053618,-0.52449477,1.4471732,1.16561,1.0490986,-0.50213265,-1.2152579,-0.8341838,-0.58555454,-1.4935886,-1.9322873,-1.3879975,0.3216095,-0.10657719,1.1599922,-0.32952926,1.1903851,0.08035357,-0.46261474,1.83436,0.40246838,0.1393339,-0.71172845,0.12271469,0.31459123,-0.39115545,-0.31674194,-2.5253556,0.6319763,-0.43181497
680,0.942356,-2.3277266,0.3287823,-1.4744593,0.35674366,-0.7856055,-0.169195,0.32153443,-2.7445061,1.5328971,-0.22740176,-0.14145881,0.24625348,0.54447126,1.1236581,2.3175619,0.62989354,-1.0351735,1.0309117,0.8058529,-0.6064416,0.32156923,-0.5169326,0.4617187,0.8540534,0.43708128,1.2609144,1.2017647,-0.17564659,0.120738246,0.36699247,0.78059626,1.0652658,-0.5714253,-0.38568276,0.93250895,-0.045612574,-0.43174803,0.036394358,1.250615,-0.059140854,0.92572314,0.6745343,1.6559244,-0.8459641,-0.5586012,-1.1006094,-0.41171238,0.113523155,-0.3442753,0.07304095,-0.7632757,-0.18159312,-0.71491504,0.13584559,0.06820148,0.12680985,0.9278299,0.33115977,0.039744273,-0.20360366,0.683222,-0.27533364,1.5721061,-0.48764226,-1.382247,-0.07803423,0.1430362,1.7242199,-0.10877407,-2.0503435,0.12547842,0.012760653,-1.2330719,0.7503127,0.47602248,-0.7350049,-0.32181603,0.16648877,-0.024551168,-0.514323,-0.13156083,-0.7784813,0.769474,0.8499904,-2.0333467,0.17026013,0.63420653,-0.33978927,0.7149603,0.66174084,0.12180931,-0.5629891,-0.11869075,0.23441872,-1.3074361,0.6868547,-2.3029017,0.6119932,0.59759843,0.3731342,0.9992326,-0.7572449,-1.2791303,0.6698604,-2.0995953,0.2800812,-0.87917435,-0.29942974,-1.2185478,0.9953986,0.23238902,1.0598038,0.42465776,1.1668291,-0.112554505,1.4056772,2.4416306,1.2241358,0.46754125,1.6581688,0.03448484,-0.1907344,0.620433,1.0074357,-2.7797558,-0.394253,0.56550586
681,0.34055176,-3.2145593,0.086040534,0.66006994,-1.0630286,-2.3041484,-0.26171967,-0.18312609,-1.1619786,1.5849698,-0.5339186,-0.79561484,-0.68999124,-0.21923266,0.8421904,-0.5555572,0.52165735,0.6322784,-1.6270285,0.9002298,-0.3573357,-0.36828113,-0.65564454,0.97368926,1.5344447,0.015766904,1.6316652,0.07157472,0.40429956,-0.77066845,1.122011,2.0446708,0.85519475,-0.7798206,-1.5608588,-0.90783465,-1.5389642,-0.08818976,0.6506545,-0.5125327,0.11430035,-0.84678817,0.3041402,-0.09810332,1.7675636,0.12327458,0.34296465,0.81134593,-1.2120688,-0.27965805,0.2568929,0.02939266,-0.2317608,-0.34717596,0.52581203,-0.23709333,0.6618896,1.1106867,-0.9783088,-0.47446147,0.6947589,-0.79401624,-0.9185879,0.7802039,1.1449909,-1.0075467,0.71558315,-1.320869,-0.8458954,-1.7111952,-2.058892,-1.5930499,0.7074965,-0.9881445,-0.087290406,-2.809488,-0.85428286,-1.7548321,0.2961606,-0.100247785,0.68668747,-1.3378676,0.20945564,1.1329222,-0.5495347,-0.036086723,-0.66530144,-0.23441382,0.7916274,-0.8676611,0.041759342,0.69726497,-0.45711076,0.7438132,1.6059167,-1.551853,1.2419463,-0.4107027,-0.6948749,-0.9290797,0.38881046,0.8888485,-0.055853084,-0.55236524,0.55893546,-0.40229398,0.13992138,-1.2241621,0.3701454,-0.1481836,-1.7054771,1.4324934,1.3510382,-1.214766,-0.01717692,-1.0518782,-1.202251,1.6213819,0.0271088,-0.067291945,-1.1091521,0.41308895,0.04865562,1.4999541,0.4407946,0.0268467,-0.25487962,0.9863862
682,1.6697932,0.5516685,-0.21467212,0.0937705,-2.4394548,-0.3202613,-0.85236734,0.19555518,-0.94052166,1.6488391,-0.49636966,-1.4315649,-1.6136581,-1.0886027,-0.49691507,0.81264114,0.86854935,0.55091774,0.7007839,-0.026188254,-0.34815308,1.0503738,-0.20992044,1.636163,2.0292463,1.0313574,0.5006045,-0.017189793,2.0655258,-1.2620541,-1.6485839,-0.14952609,-1.3569508,0.08265021,0.6638771,-1.2060956,0.51243764,1.6199813,0.22428593,0.7027854,-0.45159847,-0.8338105,0.6625278,2.2976506,-0.060447685,1.1631572,0.75507563,-0.24904975,0.3147173,-1.4948052,0.6666931,-0.78427005,0.40170437,0.41449577,-1.4185718,1.264572,1.845528,0.37554583,-0.25498366,-0.058447782,-0.11668775,0.67952925,-1.9108608,1.1121356,0.6929161,0.5433484,0.6107842,-0.77426875,0.488086,-1.8160613,-1.2344787,-0.5450089,-0.7862258,-1.3650606,1.9999379,0.1677696,0.23690405,1.5772823,-0.58506227,-0.11122379,-0.16262633,-1.4396365,0.16178173,-0.6979915,0.8218916,-0.5419555,-0.67007476,-0.1509884,-0.49942145,-0.6325486,0.9604821,-1.2714825,0.38262722,-0.9721145,1.1108048,-1.8054773,1.4613503,-2.311649,1.058703,-0.883608,-0.3664739,2.0179152,0.84725195,0.9627118,-0.5721652,0.21230726,-0.41481143,0.5300706,-0.18832685,-0.8145666,0.78678495,-0.1272147,-0.7125006,0.3762187,-1.5291793,0.12335345,-0.31533748,1.896264,0.07385486,0.59350085,1.0894173,0.044953637,-0.88049304,0.19368573,-0.08588584,-1.0532557,-0.039877318,-0.18972361
683,1.5389457,-0.22096308,-0.45322,-1.0208673,-0.23587154,-1.1076592,0.0072381757,0.28695703,-1.1925557,0.11796379,0.19854033,-0.85893816,-0.8313001,-0.5100144,0.888049,-0.2068021,0.57434857,-0.15035914,0.5492997,-0.2803598,-1.787035,0.76709956,-0.6095707,0.689141,0.5867037,1.0536869,0.92984664,0.4825263,-0.55398726,-1.3018119,-0.4728169,1.4056857,-0.64611477,-0.9080763,0.36761338,0.12256791,-0.5134234,0.325143,1.0801618,0.60164523,-0.3199936,-0.951814,0.7680216,0.11443703,0.51882064,-0.14523765,0.92359775,-0.357031,-0.47884852,0.624969,-0.07930161,0.42983106,0.6647686,-0.6026429,0.009664246,-0.0761928,-0.34474525,0.6483192,-0.0580142,-0.7447215,0.12801707,-1.3208667,-0.41568014,0.5643166,0.6003227,0.018953979,0.27453855,-0.04294877,0.46092007,-0.37842116,-1.1053345,-1.31044,-0.07803957,-1.144612,-0.24416006,-0.114078626,-0.64146113,-0.03867269,-0.6037711,-0.7690227,0.45292115,-0.032586444,-0.31643784,0.95586056,1.4981414,-1.0339813,0.08089198,-0.78373224,-0.102690406,-0.09489657,0.16664934,-0.87411845,-0.20486586,-0.85589534,0.19110675,-0.8905724,-0.07547203,-0.3865634,-0.42438337,-0.17216945,-0.63162106,0.8908768,1.2494829,-0.8008922,-0.9516042,0.0055214316,0.2329017,1.3645115,-0.374603,-0.56164277,-0.075655915,1.2586067,0.6548641,0.23161738,0.2482125,0.12861209,-0.35672954,0.91668284,0.77930975,0.5987338,0.050406117,0.2436275,0.022486402,1.0406271,0.6389089,-1.4794044,-0.42283937,0.18854092
684,1.9121252,-1.1707537,1.915577,-1.8722671,0.9527793,-1.3089012,-0.8882479,-0.96526694,-0.503836,-0.1351229,-0.66857195,-1.365359,-0.7238737,-0.13922608,-0.51063025,-1.9700662,-0.977448,-0.64565283,0.24147774,0.35593495,0.46913102,-0.8317155,-0.03313157,0.56180555,-0.8184748,0.02685022,1.5730412,-0.7281828,-0.7153903,-0.56463313,-1.1972301,1.9369551,0.33499914,-1.428681,-0.78602105,0.84102637,-0.4611785,-1.7327572,0.26775455,0.10591461,1.0211381,-1.7096766,0.3898766,0.21006018,-0.8471165,-0.43432993,-0.83463,0.37722605,-1.255895,-1.4379535,0.72829086,-1.0471776,0.6886196,-0.8457426,0.16477099,-1.0683352,-0.6066249,-0.20568088,-1.333689,-0.10541016,-0.57844985,-1.9442405,-0.15228991,1.0870599,-1.7093863,0.35575598,0.76967376,-0.64460206,2.4495738,1.01277,-1.2468308,-1.1026578,-0.63655883,-1.0828518,-0.2753493,-0.5903762,-0.12117455,-0.2327754,0.007200636,-1.7654907,1.0474201,-0.57278514,0.40479335,0.8278843,1.0644357,-1.1279387,0.4086903,-1.7930197,0.39674857,-0.7031498,-0.14027667,-0.4087386,-0.56764036,0.13883281,0.40265027,-0.47303584,0.14860831,-1.4809253,-0.85521305,-0.54031754,-0.582826,0.8091948,1.1658933,-0.5349413,-0.63542646,-0.88342226,0.74444944,-1.0643312,-1.2582504,-0.33830756,-0.0683212,0.53696096,-0.43555358,0.053597476,-0.27851462,0.9749602,-0.6906253,1.1918124,-0.5168093,0.6145258,-1.1683704,-0.24965703,0.6487717,0.4679305,0.66702044,-0.9584184,0.075010195,2.1950178
